Deepfake Detection Results
================================================================================

[1/3000]                        010.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2029 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0031/010.png
[737/3000]                        074.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9922 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0004_fake/074.png
[738/3000]                        055.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4896 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0029_fake/055.png
[739/3000]                        046.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9654 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/046.png
[740/3000]                        072.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2575 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0035/072.png
[741/3000]                        145.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9836 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/145.png
[742/3000]                        043.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2743 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0017/043.png
[743/3000]                       1143.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3476 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0044/1143.png
[744/3000]                        717.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9915 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0047_fake/717.png
[745/3000]                        079.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2228 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0017/079.png
[746/3000]                        037.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9929 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0039_fake/037.png
[747/3000]                        104.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9921 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0032_fake/104.png
[748/3000]                        149.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9535 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0025/149.png
[749/3000]                        144.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8302 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0034/144.png
[750/3000]                        377.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3867 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/377.png
[751/3000]                        264.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9813 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/264.png
[752/3000]                        035.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9727 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0038_fake/035.png
[753/3000]                        332.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9706 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0022_fake/332.png
[754/3000]                        095.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3992 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0029_fake/095.png
[755/3000]                        048.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3254 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0025/048.png
[756/3000]                        066.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9643 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/066.png
[757/3000]                        000.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4294 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0030/000.png
[758/3000]                        216.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9739 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0008_fake/216.png
[759/3000]                        000.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9802 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0002_fake/000.png
[760/3000]                        053.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3764 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0026/053.png
[761/3000]                        130.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9718 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0014_fake/130.png
[762/3000]                        101.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9746 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0024_fake/101.png
[763/3000]                        152.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3413 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0024/152.png
[764/3000]                        055.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6264 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0022/055.png
[765/3000]                        080.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9811 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0012_fake/080.png
[766/3000]                        124.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9933 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0018_fake/124.png
[767/3000]                        059.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5752 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0004/059.png
[768/3000]                        047.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4071 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0019/047.png
[769/3000]                        336.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9937 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0013_fake/336.png
[770/3000]                        120.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9907 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0006_fake/120.png
[771/3000]                        032.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9681 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0031_fake/032.png
[772/3000]                        107.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8439 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0007_fake/107.png
[773/3000]                        563.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9911 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0047_fake/563.png
[774/3000]                        672.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9872 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0048_fake/672.png
[775/3000]                        092.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6015 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0020/092.png
[776/3000]                        039.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2569 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0002/039.png
[777/3000]                       1322.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7544 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0042/1322.png
[778/3000]                        110.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9840 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0046_fake/110.png
[779/3000]                        510.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3525 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/510.png
[780/3000]                        083.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7418 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0037/083.png
[781/3000]                        161.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9692 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/161.png
[782/3000]                        438.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9866 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0048_fake/438.png
[783/3000]                        147.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9860 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/147.png
[784/3000]                        008.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3299 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0008/008.png
[785/3000]                        108.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9490 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0017_fake/108.png
[786/3000]                        201.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4590 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0030/201.png
[787/3000]                        089.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9879 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0004_fake/089.png
[788/3000]                        115.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9188 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0035_fake/115.png
[789/3000]                        085.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3023 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0035/085.png
[790/3000]                        044.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9802 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/044.png
[791/3000]                        141.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9848 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0002_fake/141.png
[792/3000]                        175.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5788 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0012/175.png
[793/3000]                        036.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9753 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0036_fake/036.png
[794/3000]                        066.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2076 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0016/066.png
[795/3000]                        022.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9876 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0006_fake/022.png
[796/3000]                        263.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4785 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0010/263.png
[797/3000]                        165.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4666 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0041/165.png
[798/3000]                        078.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9025 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0005/078.png
[799/3000]                        005.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9672 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0031_fake/005.png
[800/3000]                        066.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0914 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0007/066.png
[801/3000]                        102.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5277 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0038/102.png
[802/3000]                        086.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6767 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0045/086.png
[803/3000]                        159.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8523 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0026_fake/159.png
[804/3000]                        146.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4968 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0048/146.png
[805/3000]                        231.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9834 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0045_fake/231.png
[806/3000]                        011.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9862 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0033_fake/011.png
[807/3000]                        188.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3995 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0024/188.png
[808/3000]                        092.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9883 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0036_fake/092.png
[809/3000]                        132.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3397 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0013/132.png
[810/3000]                        520.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5781 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0045/520.png
[811/3000]                       1278.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9882 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0042_fake/1278.png
[812/3000]                        073.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7645 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0030_fake/073.png
[813/3000]                        176.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5629 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0014/176.png
[814/3000]                        599.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4053 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/599.png
[815/3000]                        120.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4897 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0029/120.png
[816/3000]                        117.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1269 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0007/117.png
[817/3000]                        072.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9833 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0025_fake/072.png
[818/3000]                        062.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4017 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0006/062.png
[819/3000]                        344.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7340 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0022/344.png
[820/3000]                        026.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9763 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0039_fake/026.png
[821/3000]                        107.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1929 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0016/107.png
[822/3000]                        488.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1764 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/488.png
[823/3000]                        211.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5742 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0018/211.png
[824/3000]                        234.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3268 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0000/234.png
[825/3000]                        010.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9770 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0037_fake/010.png
[826/3000]                        104.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9797 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0003_fake/104.png
[827/3000]                        022.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4224 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0033/022.png
[828/3000]                        108.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9793 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0024_fake/108.png
[829/3000]                        033.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9860 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/033.png
[830/3000]                        013.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9783 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0036_fake/013.png
[831/3000]                        065.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8009 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0005/065.png
[832/3000]                        138.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9312 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0007_fake/138.png
[833/3000]                        190.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4260 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0010/190.png
[834/3000]                        351.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9850 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0010_fake/351.png
[835/3000]                        000.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3633 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0043/000.png
[836/3000]                        008.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7798 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0006/008.png
[837/3000]                        026.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4549 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0012/026.png
[838/3000]                        792.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4681 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0041/792.png
[839/3000]                        085.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9775 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0014_fake/085.png
[840/3000]                        011.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4990 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0038/011.png
[841/3000]                        111.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9938 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0006_fake/111.png
[842/3000]                        041.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9851 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0016_fake/041.png
[843/3000]                        391.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4936 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0043_fake/391.png
[844/3000]                        064.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8948 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0034/064.png
[845/3000]                        020.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4377 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0012/020.png
[846/3000]                        086.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9860 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0039_fake/086.png
[847/3000]                        980.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9863 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0042_fake/980.png
[848/3000]                        049.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9870 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0034_fake/049.png
[849/3000]                        111.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9749 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0015_fake/111.png
[850/3000]                        083.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9743 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0015_fake/083.png
[851/3000]                        129.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9811 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0025_fake/129.png
[852/3000]                        050.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2339 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0017/050.png
[853/3000]                        202.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9692 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0015_fake/202.png
[854/3000]                        123.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3726 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0001/123.png
[855/3000]                        321.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9901 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0011_fake/321.png
[856/3000]                        071.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9839 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0003_fake/071.png
[857/3000]                        022.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9900 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0004_fake/022.png
[858/3000]                        231.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9884 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/231.png
[859/3000]                        102.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9868 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0038_fake/102.png
[860/3000]                        894.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9933 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0042_fake/894.png
[861/3000]                        179.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5804 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0047/179.png
[862/3000]                        112.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1652 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0017/112.png
[863/3000]                        132.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9830 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/132.png
[864/3000]                        183.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9820 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0008_fake/183.png
[865/3000]                        067.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9904 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0032_fake/067.png
[866/3000]                        073.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1725 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0023/073.png
[867/3000]                        124.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5470 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0018/124.png
[868/3000]                        024.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9960 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0032_fake/024.png
[869/3000]                        168.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3438 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0000/168.png
[870/3000]                        206.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3412 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0000/206.png
[871/3000]                        174.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9420 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0026_fake/174.png
